Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer First Name,Customer Last Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Product Info,Unit Price,Quantity,Total Price,Discount,Total After Discount
CA-2014-125612,03/08/2014,08/08/2014,Standard Class,BK-11260,Berenike,Kampe,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,,19.98,2,39.96,0,39.96
CA-2014-125612,03/08/2014,08/08/2014,Standard Class,BK-11260,Berenike,Kampe,Consumer,United States,New York City,New York,10035,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,,10.23,10,102.3,0,102.3
CA-2014-125612,03/08/2014,08/08/2014,Standard Class,BK-11260,Berenike,Kampe,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,,10.68,2,21.36,0,21.36
CA-2017-161984,10/04/2017,15/04/2017,Standard Class,SJ-20125,Sanjit,Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-PA-10004569,Office Supplies,Paper,Wirebound Message Books,"Two 4 1/4"" x 5"" Forms per Page",7.61,1,7.61,0,7.61
CA-2017-161984,10/04/2017,15/04/2017,Standard Class,SJ-20125,Sanjit,Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,,3.58,2,7.16,0,7.16
CA-2014-133851,09/06/2014,16/06/2014,Standard Class,CM-12445,Chuck,Magee,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,,3.68,2,7.36,0,7.36
CA-2014-133851,09/06/2014,16/06/2014,Standard Class,CM-12445,Chuck,Magee,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,,11.55,2,23.1,0,23.1
CA-2016-134474,05/01/2016,07/01/2016,Second Class,AJ-10795,Anthony,Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,,39.89,6,239.34,0.2,191.472
CA-2016-134474,05/01/2016,07/01/2016,Second Class,AJ-10795,Anthony,Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,,3.28,2,6.56,0.2,5.248
CA-2016-134474,05/01/2016,07/01/2016,Second Class,AJ-10795,Anthony,Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002923,Technology,Phones,Logitech B530 USB Headset - headset - Full size,Binaural,36.99,2,73.98,0.2,59.184
CA-2014-149020,10/01/2014,15/01/2014,Standard Class,AJ-10780,Anthony,Jacobs,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,,2.89,1,2.89,0,2.89
CA-2014-149020,10/01/2014,15/01/2014,Standard Class,AJ-10780,Anthony,Jacobs,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",,51.94,1,51.94,0,51.94
CA-2016-134362,29/09/2016,02/10/2016,First Class,LS-16945,Linda,Southworth,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,,4.98,4,19.92,0.2,15.936
CA-2014-136742,06/04/2014,10/04/2014,Standard Class,GP-14740,Guy,Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,,24.95,6,149.7,0.7,44.91
CA-2016-158099,03/09/2016,05/09/2016,First Class,PK-18910,Paul,Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,,760.98,5,3804.9,0.7,1141.47
CA-2016-158099,03/09/2016,05/09/2016,First Class,PK-18910,Paul,Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,,155.99,3,467.97,0.4,280.782
CA-2015-131128,19/10/2015,20/10/2015,First Class,TB-21520,Tracy,Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,,11.48,3,34.44,0,34.44
CA-2014-148488,10/12/2014,15/12/2014,Standard Class,SM-20005,Sally,Matthias,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004470,Office Supplies,Paper,Adams Write n' Stick Phone Message Book,"11"" X 5 1/4"", 200 Messages",5.68,2,11.36,0,11.36
CA-2014-148488,10/12/2014,15/12/2014,Standard Class,SM-20005,Sally,Matthias,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,,18.99,7,132.93,0.2,106.344
CA-2017-114636,25/08/2017,29/08/2017,Standard Class,GA-14725,Guy,Armstrong,Consumer,United States,Lorain,Ohio,44052,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,,48.04,5,240.2,0.2,192.16
CA-2016-116736,17/01/2016,21/01/2016,Standard Class,CC-12430,Chuck,Clark,Home Office,United States,Columbus,Indiana,47201,East,FUR-FU-10004017,Furniture,Furnishings,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet,"Computer, 39"" x 49""",107.53,3,322.59,0,322.59
CA-2016-116736,17/01/2016,21/01/2016,Standard Class,CC-12430,Chuck,Clark,Home Office,United States,Columbus,Indiana,47201,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,,29.99,1,29.99,0,29.99
CA-2016-116736,17/01/2016,21/01/2016,Standard Class,CC-12430,Chuck,Clark,Home Office,United States,Columbus,Indiana,47201,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,,123.99,3,371.97,0,371.97
US-2014-158638,17/09/2014,21/09/2014,Standard Class,AG-10765,Anthony,Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks,"14 7/8"" x 11"", Light Blue",4.91,4,19.64,0.7,5.892
CA-2017-111689,30/11/2017,02/12/2017,Second Class,HP-14815,Harold,Pawlan,Home Office,United States,Fort Worth,Texas,76106,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',,28.53,3,85.59,0.2,68.472
CA-2017-111689,30/11/2017,02/12/2017,Second Class,HP-14815,Harold,Pawlan,Home Office,United States,Fort Worth,Texas,76106,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,,276.2,5,1381,0.1,1242.9
CA-2015-129098,09/10/2015,13/10/2015,Standard Class,DK-13090,Dave,Kipp,Consumer,United States,Seattle,Washington,98103,South,OFF-ST-10001321,Office Supplies,Storage,Decoflex Hanging Personal Folder File,Blue,15.42,2,30.84,0,30.84
US-2017-123463,23/12/2017,23/12/2017,Same Day,GZ-14470,Gary,Zandusky,Consumer,United States,Rochester,Minnesota,55901,West,OFF-AR-10001118,Office Supplies,Art,Binney & Smith Crayola Metallic Crayons,16-Color Pack,3.37,4,13.48,0,13.48
CA-2016-165148,22/10/2016,24/10/2016,First Class,PM-19135,Peter,McVee,Home Office,United States,Detroit,Michigan,48227,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,,6.28,5,31.4,0,31.4
CA-2014-134061,29/04/2014,04/05/2014,Standard Class,LL-16840,Lauren,Leatherbury,Consumer,United States,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,,8.73,2,17.46,0,17.46
CA-2015-143602,25/04/2015,28/04/2015,Second Class,JS-15595,Jill,Stevenson,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,,5.81,3,17.43,0.2,13.944
CA-2017-115364,26/06/2017,02/07/2017,Standard Class,OT-18730,Olvera,Toch,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,,6.98,12,83.76,0,83.76
CA-2017-150707,14/10/2017,19/10/2017,Standard Class,EL-13735,Ed,Ludwig,Home Office,United States,Columbia,Maryland,21044,East,OFF-BI-10001078,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks,"Dark Blue, 14 7/8"" X 11""",5.38,7,37.66,0,37.66
CA-2014-104976,09/12/2014,16/12/2014,Standard Class,CK-12760,Cyma,Kinney,Corporate,United States,Linden,New Jersey,7036,West,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,,5.78,6,34.68,0,34.68
CA-2017-132934,20/06/2017,26/06/2017,Standard Class,JE-15475,Jeremy,Ellison,Consumer,United States,Troy,New York,12180,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,,29.99,5,149.95,0,149.95
CA-2017-132934,20/06/2017,26/06/2017,Standard Class,JE-15475,Jeremy,Ellison,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,,21.38,3,64.14,0.2,51.312
CA-2017-133256,26/06/2017,27/06/2017,First Class,TH-21550,Tracy,Hopkins,Home Office,United States,New York City,New York,10035,Central,OFF-PA-10001622,Office Supplies,Paper,Ampad Poly Cover Wirebound Steno Book,"6"" x 9"" Assorted Colors, Gregg Ruled",4.54,1,4.54,0,4.54
CA-2017-133256,26/06/2017,27/06/2017,First Class,TH-21550,Tracy,Hopkins,Home Office,United States,New York City,New York,10035,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,,3.98,4,15.92,0,15.92
CA-2017-133256,26/06/2017,27/06/2017,First Class,TH-21550,Tracy,Hopkins,Home Office,United States,New York City,New York,10035,Central,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,,67.99,8,543.92,0,543.92
CA-2016-105494,10/11/2016,12/11/2016,First Class,PC-18745,Pamela,Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,,22.26,7,155.82,0,155.82
CA-2016-105494,10/11/2016,12/11/2016,First Class,PC-18745,Pamela,Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,,29.17,3,87.51,0.2,70.008
CA-2016-140634,03/10/2016,06/10/2016,Second Class,HL-15040,Hunter,Lopez,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,,9.78,2,19.56,0.2,15.648
CA-2014-144407,09/09/2014,15/09/2014,Standard Class,MS-17365,Maribeth,Schnelling,Consumer,United States,Detroit,Michigan,48227,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,,14.8,7,103.6,0,103.6
CA-2017-160983,29/10/2017,31/10/2017,Second Class,GB-14530,George,Bell,Corporate,United States,Auburn,New York,13021,East,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,,5.87,8,46.96,0,46.96
US-2016-114622,10/04/2016,12/04/2016,First Class,JR-16210,Justin,Ritter,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,,14.84,2,29.68,0.7,8.904
CA-2017-150959,11/11/2017,13/11/2017,First Class,TD-20995,Tamara,Dahlen,Consumer,United States,Lowell,Massachusetts,1852,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,,2.61,5,13.05,0.2,10.44
CA-2017-150959,11/11/2017,13/11/2017,First Class,TD-20995,Tamara,Dahlen,Consumer,United States,Lowell,Massachusetts,1852,Central,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,,22.92,4,91.68,0.8,18.336
CA-2017-132353,15/09/2017,17/09/2017,First Class,DB-13060,Dave,Brooks,Consumer,United States,Seattle,Washington,98115,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,,134.99,3,404.97,0.2,323.976
CA-2016-130477,08/04/2016,12/04/2016,Standard Class,LC-17140,Logan,Currie,Consumer,United States,Dallas,Texas,75220,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,,6.68,3,20.04,0,20.04
CA-2016-130477,08/04/2016,12/04/2016,Standard Class,LC-17140,Logan,Currie,Consumer,United States,Dallas,Texas,75220,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,,32.48,2,64.96,0,64.96
CA-2016-130477,08/04/2016,12/04/2016,Standard Class,LC-17140,Logan,Currie,Consumer,United States,Dallas,Texas,75220,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,,6.48,2,12.96,0,12.96
CA-2017-143259,30/12/2017,03/01/2018,Standard Class,PO-18865,Patrick,O'Donnell,Consumer,United States,Westland,Michigan,48185,East,FUR-BO-10003441,Furniture,Bookcases,Bush Westfield Collection Bookcases,Fully Assembled,100.98,4,403.92,0.2,323.136
CA-2017-143259,30/12/2017,03/01/2018,Standard Class,PO-18865,Patrick,O'Donnell,Consumer,United States,Westland,Michigan,48185,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,,12.99,7,90.93,0,90.93
CA-2017-143259,30/12/2017,03/01/2018,Standard Class,PO-18865,Patrick,O'Donnell,Consumer,United States,Westland,Michigan,48185,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,,21.99,3,65.97,0.2,52.776
CA-2017-137596,02/09/2017,07/09/2017,Standard Class,BE-11335,Bill,Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,,299.95,4,1199.8,0,1199.8
CA-2017-137596,02/09/2017,07/09/2017,Standard Class,BE-11335,Bill,Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,,275.54,7,1928.78,0,1928.78
CA-2017-137596,02/09/2017,07/09/2017,Standard Class,BE-11335,Bill,Eplett,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,,176.19,2,352.38,0,352.38
CA-2015-133627,31/05/2015,07/06/2015,Standard Class,SC-20050,Sample,Company A,Home Office,United States,Norwich,Connecticut,6360,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,,3.7,6,22.2,0,22.2
CA-2017-102519,27/11/2017,29/11/2017,First Class,BM-11650,Brian,Moss,Corporate,United States,New York City,New York,10035,Central,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",,46.94,1,46.94,0,46.94
CA-2017-102519,27/11/2017,29/11/2017,First Class,BM-11650,Brian,Moss,Corporate,United States,New York City,New York,10035,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,,15.97,9,143.73,0,143.73
US-2014-141215,15/06/2014,21/06/2014,Standard Class,KL-16555,Kelly,Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,Central,FUR-TA-10001520,Furniture,Tables,Lesro Sheffield Collection Coffee Table,"End Table, Center Table, Corner Table",71.37,2,142.74,0.3,99.918
US-2014-141215,15/06/2014,21/06/2014,Standard Class,KL-16555,Kelly,Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,,284.98,4,1139.92,0.3,797.944
US-2014-141215,15/06/2014,21/06/2014,Standard Class,KL-16555,Kelly,Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,,14.28,3,42.84,0.8,8.568
CA-2016-165218,05/03/2016,11/03/2016,Standard Class,RW-19630,Rob,Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,,62.23,3,186.69,0.2,149.352
CA-2016-165218,05/03/2016,11/03/2016,Standard Class,RW-19630,Rob,Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,,16.24,1,16.24,0.2,12.992
CA-2014-138296,05/12/2014,12/12/2014,Standard Class,RC-19825,Roy,Collins,Consumer,United States,Chicago,Illinois,60610,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,,12.28,2,24.56,0,24.56
CA-2015-111164,11/04/2015,15/04/2015,Standard Class,SE-20110,Sanjit,Engle,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,,28.38,3,85.14,0,85.14
CA-2015-111164,11/04/2015,15/04/2015,Standard Class,SE-20110,Sanjit,Engle,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,,21.99,1,21.99,0,21.99
CA-2015-111164,11/04/2015,15/04/2015,Standard Class,SE-20110,Sanjit,Engle,Consumer,United States,New York City,New York,10009,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,,81.32,5,406.6,0,406.6
CA-2016-149797,15/09/2016,20/09/2016,Standard Class,AH-10075,Adam,Hart,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,,525.98,2,1051.96,0.2,841.568
CA-2014-132962,13/09/2014,16/09/2014,First Class,JM-15535,Jessica,Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,,6.48,3,19.44,0.2,15.552
CA-2014-132962,13/09/2014,16/09/2014,First Class,JM-15535,Jessica,Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,,63,5,315,0.2,252
CA-2015-115091,05/10/2015,09/10/2015,Standard Class,JJ-15760,Joel,Jenkins,Home Office,United States,Springfield,Virginia,22153,South,OFF-AR-10000658,Office Supplies,Art,Newell 324,,11.55,4,46.2,0,46.2
CA-2015-115091,05/10/2015,09/10/2015,Standard Class,JJ-15760,Joel,Jenkins,Home Office,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,,14.42,2,28.84,0,28.84
CA-2017-144932,14/04/2017,17/04/2017,First Class,AB-10165,Alan,Barnes,Consumer,United States,Los Angeles,California,90036,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,,6.08,3,18.24,0.2,14.592
CA-2017-144932,14/04/2017,17/04/2017,First Class,AB-10165,Alan,Barnes,Consumer,United States,Los Angeles,California,90036,East,OFF-AR-10001468,Office Supplies,Art,Sanford Prismacolor Professional Thick Lead Art Pencils,36-Color Set,37.44,3,112.32,0.2,89.856
CA-2017-144932,14/04/2017,17/04/2017,First Class,AB-10165,Alan,Barnes,Consumer,United States,Los Angeles,California,90036,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,,5.78,3,17.34,0.2,13.872
CA-2017-114216,02/09/2017,06/09/2017,Standard Class,RK-19300,Ralph,Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002195,Office Supplies,Paper,RSVP Cards & Envelopes,"Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",5.08,3,15.24,0.2,12.192
CA-2016-140081,20/06/2016,24/06/2016,Standard Class,CG-12040,Catherine,Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001745,Office Supplies,Paper,Wirebound Message Books,"2 7/8"" x 5"", 3 Forms per Page",7.04,8,56.32,0.2,45.056
CA-2016-140081,20/06/2016,24/06/2016,Standard Class,CG-12040,Catherine,Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,,16.51,6,99.06,0.7,29.718
CA-2016-140081,20/06/2016,24/06/2016,Standard Class,CG-12040,Catherine,Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,,6.48,3,19.44,0.2,15.552
CA-2016-140081,20/06/2016,24/06/2016,Standard Class,CG-12040,Catherine,Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,,279.81,2,559.62,0.2,447.696
US-2017-111745,05/11/2017,06/11/2017,First Class,RA-19885,Ruben,Ausman,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,,159.99,1,159.99,0,159.99
CA-2015-148250,13/12/2015,17/12/2015,Standard Class,RP-19270,Rachel,Payne,Corporate,United States,Riverside,California,92503,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,,6.48,2,12.96,0,12.96
CA-2015-148250,13/12/2015,17/12/2015,Standard Class,RP-19270,Rachel,Payne,Corporate,United States,Riverside,California,92503,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,,33.62,4,134.48,0,134.48
CA-2016-105760,19/06/2016,20/06/2016,First Class,KC-16255,Karen,Carlisle,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10000350,Office Supplies,Paper,Message Book,"Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",8.56,2,17.12,0,17.12
CA-2016-142958,13/12/2016,20/12/2016,Standard Class,RW-19630,Rob,Williams,Corporate,United States,Dallas,Texas,75220,West,OFF-BI-10001759,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks,"14 7/8"" x 11"", Dark Blue",3.81,2,7.62,0.2,6.096
CA-2016-142958,13/12/2016,20/12/2016,Standard Class,RW-19630,Rob,Williams,Corporate,United States,Dallas,Texas,75220,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,,348.21,4,1392.84,0.2,1114.272
CA-2015-120880,29/05/2015,03/06/2015,Standard Class,JL-15850,John,Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,,6.48,5,32.4,0,32.4
CA-2015-120880,29/05/2015,03/06/2015,Standard Class,JL-15850,John,Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,,180.19,3,540.57,0,540.57
CA-2015-120880,29/05/2015,03/06/2015,Standard Class,JL-15850,John,Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",,41.94,5,209.7,0.2,167.76
US-2015-140200,26/07/2015,28/07/2015,First Class,CA-12775,Cynthia,Arntzen,Consumer,United States,Tampa,Florida,33614,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,,262.11,3,786.33,0.5,393.165
US-2017-110576,28/11/2017,02/12/2017,Standard Class,RB-19795,Ross,Baird,Home Office,United States,Gastonia,North Carolina,28052,East,FUR-FU-10003601,Furniture,Furnishings,Deflect-o RollaMat Studded,Beveled Mat for Medium Pile Carpeting,92.23,7,645.61,0.2,516.488
US-2017-110576,28/11/2017,02/12/2017,Standard Class,RB-19795,Ross,Baird,Home Office,United States,Gastonia,North Carolina,28052,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,,209.84,6,1259.04,0.2,1007.232
US-2017-110576,28/11/2017,02/12/2017,Standard Class,RB-19795,Ross,Baird,Home Office,United States,Gastonia,North Carolina,28052,East,FUR-TA-10004154,Furniture,Tables,Riverside Furniture Oval Coffee Table,"Oval End Table, End Table with Drawer",286.85,12,3442.2,0.4,2065.32
US-2017-110576,28/11/2017,02/12/2017,Standard Class,RB-19795,Ross,Baird,Home Office,United States,Gastonia,North Carolina,28052,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,,6.48,3,19.44,0.2,15.552
US-2017-110576,28/11/2017,02/12/2017,Standard Class,RB-19795,Ross,Baird,Home Office,United States,Gastonia,North Carolina,28052,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),,5.28,6,31.68,0.2,25.344
CA-2017-131156,03/04/2017,07/04/2017,Standard Class,KH-16360,Katherine,Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,,7.96,4,31.84,0.2,25.472
CA-2017-136539,28/12/2017,01/01/2018,Standard Class,GH-14665,Greg,Hansen,Consumer,United States,Round Rock,Texas,78664,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,,16.98,2,33.96,0.2,27.168
CA-2017-136539,28/12/2017,01/01/2018,Standard Class,GH-14665,Greg,Hansen,Consumer,United States,Round Rock,Texas,78664,Central,FUR-BO-10004709,Furniture,Bookcases,Bush Westfield Collection Bookcases,Medium Cherry Finish,57.98,2,115.96,0.32,78.8528
CA-2017-119305,30/11/2017,04/12/2017,Standard Class,SW-20275,Scott,Williamson,Consumer,United States,Jackson,Mississippi,39212,South,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,,34.76,5,173.8,0,173.8
CA-2017-102414,15/05/2017,18/05/2017,Second Class,JA-15970,Joseph,Airdo,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002923,Technology,Phones,Logitech B530 USB Headset - headset - Full size,Binaural,36.99,1,36.99,0.2,29.592
CA-2017-102414,15/05/2017,18/05/2017,Second Class,JA-15970,Joseph,Airdo,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,,7.92,2,15.84,0.7,4.752
CA-2017-102414,15/05/2017,18/05/2017,Second Class,JA-15970,Joseph,Airdo,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10002333,Office Supplies,Paper,Universal Ultra Bright White Copier/Laser Paper,"8 1/2"" x 11"", Ream",6.48,3,19.44,0.2,15.552
CA-2015-112571,22/09/2015,22/09/2015,Same Day,DL-12925,Daniel,Lacy,Consumer,United States,Oceanside,California,92054,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,,102.3,2,204.6,0,204.6
CA-2017-152142,14/11/2017,19/11/2017,Standard Class,LW-16990,Lindsay,Williams,Corporate,United States,San Francisco,California,94110,West,FUR-CH-10002965,Furniture,Chairs,Global Leather Highback Executive Chair with Pneumatic Height Adjustment,Black,200.98,2,401.96,0.2,321.568
CA-2015-160059,27/11/2015,01/12/2015,Standard Class,TB-21190,Thomas,Brumley,Home Office,United States,Fayetteville,Arkansas,72701,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,,3.12,2,6.24,0,6.24
CA-2016-120859,01/09/2016,04/09/2016,First Class,CV-12805,Cynthia,Voltz,Corporate,United States,New York City,New York,10035,West,OFF-EN-10001335,Office Supplies,Envelopes,White Business Envelopes with Contemporary Seam,Recycled White Business Envelopes,10.94,2,21.88,0,21.88
